rank,player,season,games_played,tgt,incompletion_rate,int_rate,target_rate,yds_per_tgt,avg_rat,pca_score
40,Nate Hobbs,2023,13,82,0.2926829268292683,0.012195121951219513,0.1056701030927835,6.304878048780488,89.05384615384615,-0.6928730374936789
41,Kenny Moore,2023,16,79,0.22784810126582278,0.0379746835443038,0.07261029411764706,6.7215189873417724,90.975,-0.9084820250527956
42,Tyrique Stevenson,2023,16,114,0.35964912280701755,0.03508771929824561,0.13751507840772015,7.219298245614035,94.04375,-0.914709567183125
43,James Bradberry,2023,16,100,0.4,0.01,0.09165902841429881,7.32,99.7625,-1.018224075092804
44,DJ Turner,2023,17,69,0.42028985507246375,0.0,0.08323281061519903,10.043478260869565,91.10000000000001,-1.10515199903636
45,Tre Brown,2023,13,46,0.30434782608695654,0.043478260869565216,0.07628524046434494,8.934782608695652,89.91538461538462,-1.1073514206397235
46,Byron Murphy,2023,14,101,0.297029702970297,0.0297029702970297,0.11123348017621146,7.732673267326732,90.05714285714285,-1.1810400358424542
47,Sean Murphy-Bunting,2023,14,69,0.3333333333333333,0.028985507246376812,0.08214285714285714,9.347826086956522,89.27142857142857,-1.205101653370023
48,Kyler Gordon,2023,13,61,0.19672131147540983,0.03278688524590164,0.09457364341085271,7.278688524590164,87.83076923076922,-1.3882178987571945
49,Chidobe Awuzie,2023,14,56,0.35714285714285715,0.0,0.07756232686980609,8.642857142857142,96.02142857142857,-1.5705881845375802
50,Cameron Sutton,2023,16,85,0.3176470588235294,0.011764705882352941,0.06730007917656373,9.447058823529412,92.9375,-1.6474504738889246
51,Jamel Dean,2023,13,56,0.3392857142857143,0.0,0.06787878787878789,8.642857142857142,96.67692307692307,-1.6623599769607766
52,Adoree' Jackson,2023,14,88,0.32954545454545453,0.011363636363636364,0.1111111111111111,8.545454545454545,94.3,-1.7145491573259948
53,Donte Jackson,2023,15,67,0.3283582089552239,0.0,0.07419712070874862,8.328358208955224,98.95384615384616,-1.8160327434158579
54,Myles Bryant,2023,17,82,0.23170731707317074,0.012195121951219513,0.0963572267920094,7.487804878048781,95.11764705882354,-1.9363519896173091
55,Michael Davis,2023,13,85,0.35294117647058826,0.011764705882352941,0.096045197740113,8.647058823529411,102.29230769230769,-1.9586176603266938
56,Kendall Fuller,2023,14,78,0.28205128205128205,0.02564102564102564,0.07639569049951028,8.115384615384615,103.22142857142856,-2.012989623683785
57,Keisean Nixon,2023,16,74,0.20270270270270271,0.013513513513513514,0.07889125799573561,7.378378378378378,97.65625,-2.1020875666599896
58,Akayleb Evans,2023,15,79,0.27848101265822783,0.012658227848101266,0.09239766081871345,9.860759493670885,103.05333333333333,-2.6746410484628163
59,Kader Kohou,2023,16,78,0.16666666666666666,0.0,0.07910750507099391,7.987179487179487,107.8125,-3.342965611990124
1,Derek Stingley Jr.,2024,16,85,0.47058823529411764,0.058823529411764705,0.07596067917783736,4.4941176470588236,66.36875,3.711674743589074
2,Patrick Surtain II,2024,15,62,0.3387096774193548,0.06451612903225806,0.058823529411764705,5.258064516129032,71.09333333333332,3.1384638214765705
3,Kamari Lassiter,2024,13,73,0.5205479452054794,0.0410958904109589,0.08057395143487858,5.808219178082192,72.98461538461538,2.763248509916309
4,Marlon Humphrey,2024,16,96,0.3333333333333333,0.0625,0.096,5.791666666666667,69.23125,2.311234155362989
5,Cobie Durant,2024,13,50,0.44,0.02,0.05931198102016608,6.2,70.26923076923077,2.2643544642040347
6,Christian Benford,2024,15,58,0.3275862068965517,0.034482758620689655,0.05550239234449761,5.448275862068965,76.10666666666665,2.137210452325588
7,Donte Jackson,2024,14,63,0.3492063492063492,0.07936507936507936,0.07572115384615384,7.476190476190476,72.3,1.992277890170543
8,Trent McDuffie,2024,14,79,0.4050632911392405,0.02531645569620253,0.06550580431177445,5.1645569620253164,78.77857142857144,1.9756224107604154
9,Keisean Nixon,2024,16,79,0.4177215189873418,0.012658227848101266,0.0732159406858202,5.417721518987341,74.90666666666667,1.9255382022949696
10,Deommodore Lenoir,2024,15,87,0.3563218390804598,0.022988505747126436,0.09425785482123511,5.609195402298851,67.16,1.9104654310344695
11,Christian Gonzalez,2024,16,89,0.4157303370786517,0.02247191011235955,0.09100204498977506,6.112359550561798,74.6125,1.3823043983467664
12,Noah Igbinoghene,2024,17,71,0.43661971830985913,0.0,0.07312049433573635,5.591549295774648,78.52941176470588,1.37436129510728
13,Kenny Moore,2024,15,74,0.32432432432432434,0.04054054054054054,0.07312252964426877,5.513513513513513,83.82,1.331550949762767
14,Riq Woolen,2024,14,61,0.4098360655737705,0.03278688524590164,0.06853932584269663,6.278688524590164,83.22307692307693,1.2304663777699374
15,Jaycee Horn,2024,15,76,0.4605263157894737,0.013157894736842105,0.07335907335907337,6.092105263157895,82.53999999999999,1.14636150318468
16,Nate Wiggins,2024,14,62,0.4838709677419355,0.016129032258064516,0.08051948051948052,7.112903225806452,76.17142857142858,1.1346201217877354
17,Jalen Ramsey,2024,16,67,0.3582089552238806,0.029850746268656716,0.06523855890944498,6.432835820895522,80.6875,1.076110678789694
18,Darius Slay,2024,14,75,0.4533333333333333,0.0,0.0791974656810982,6.08,78.30714285714285,1.0552626711146
19,Jourdan Lewis,2024,15,54,0.2962962962962963,0.018518518518518517,0.06192660550458716,5.537037037037037,82.37692307692308,1.0235191108383732
20,Garrett Williams,2024,14,59,0.3898305084745763,0.01694915254237288,0.07554417413572344,5.576271186440678,85.01428571428572,0.9909816732623025
21,Quinyon Mitchell,2024,16,75,0.4533333333333333,0.0,0.06471095772217429,6.293333333333333,81.35,0.9607091974785954
22,Jarvis Brownlee,2024,16,74,0.40540540540540543,0.013513513513513514,0.08268156424581005,6.527027027027027,79.08125,0.7341777626359788
23,Byron Murphy,2024,17,119,0.29411764705882354,0.05042016806722689,0.1069182389937107,7.159663865546219,75.95882352941176,0.45582781891179086
24,D.J. Reed,2024,14,63,0.42857142857142855,0.0,0.0715909090909091,6.444444444444445,84.9,0.3788598868541118
25,Mike Hilton,2024,16,59,0.3050847457627119,0.01694915254237288,0.07983761840324763,5.796610169491525,85.225,0.3419404291704898
26,Jack Jones,2024,16,78,0.3076923076923077,0.038461538461538464,0.07435653002859867,6.615384615384615,86.9875,0.2937110670652721
27,Kader Kohou,2024,14,67,0.29850746268656714,0.029850746268656716,0.09463276836158192,6.253731343283582,83.95714285714287,0.13666883792241696
28,Tyrique Stevenson,2024,15,83,0.4578313253012048,0.024096385542168676,0.10234278668310727,7.626506024096385,84.74666666666667,-0.050463756640667795
29,Jarrian Jones,2024,17,55,0.3090909090909091,0.01818181818181818,0.07868383404864092,7.345454545454546,80.80625,-0.08307693500093638
30,Kool-Aid McKinstry,2024,13,62,0.45161290322580644,0.0,0.0950920245398773,7.32258064516129,82.26153846153846,-0.14481100752960963
31,Zyon McCollum,2024,17,108,0.4074074074074074,0.018518518518518517,0.09608540925266904,7.768518518518518,82.20588235294117,-0.1729844574516322
32,Tarheeb Still,2024,14,75,0.30666666666666664,0.05333333333333334,0.09101941747572816,7.506666666666667,88.72142857142856,-0.22905764121717107
33,Sauce Gardner,2024,15,58,0.41379310344827586,0.017241379310344827,0.0659090909090909,9.327586206896552,83.44,-0.23236569333018012
34,Kristian Fulton,2024,14,64,0.359375,0.015625,0.0773881499395405,7.171875,87.21428571428571,-0.26101002064382944
35,Jaylon Johnson,2024,16,51,0.3333333333333333,0.0392156862745098,0.04941860465116279,9.372549019607844,88.61875,-0.2636951330583792
36,Sean Murphy-Bunting,2024,14,53,0.22641509433962265,0.05660377358490566,0.07280219780219781,7.735849056603773,88.77857142857144,-0.33296994948874936
37,Andru Phillips,2024,13,43,0.23255813953488372,0.023255813953488372,0.07166666666666667,7.116279069767442,83.88461538461539,-0.35376139957441455
38,Ja'Quan McMillian,2024,17,101,0.3465346534653465,0.019801980198019802,0.11002178649237472,6.811881188118812,83.6470588235294,-0.3736996034152255
39,AJ Terrell,2024,17,81,0.32098765432098764,0.024691358024691357,0.07465437788018434,7.246913580246914,89.0764705882353,-0.3827372556458767
40,Joey Porter Jr.,2024,16,86,0.36046511627906974,0.011627906976744186,0.08293153326904533,7.953488372093023,83.9875,-0.5163219450205339
41,Stephon Gilmore,2024,15,84,0.36904761904761907,0.011904761904761904,0.09251101321585903,7.095238095238095,88.09333333333333,-0.5821628144262498
42,Mike Sainristil,2024,17,96,0.375,0.020833333333333332,0.08275862068965517,7.708333333333333,90.43529411764706,-0.630146923661877
43,Denzel Ward,2024,16,77,0.42857142857142855,0.025974025974025976,0.10144927536231885,9.2987012987013,84.13333333333334,-0.6460406780976939
44,Starling Thomas,2024,16,55,0.41818181818181815,0.0,0.06707317073170732,7.781818181818182,90.975,-0.6462714901979576
45,Terrion Arnold,2024,16,90,0.43333333333333335,0.0,0.08797653958944282,7.333333333333333,90.74375,-0.7349977497581259
46,Samuel Womack,2024,14,55,0.36363636363636365,0.03636363636363636,0.0818452380952381,9.127272727272727,89.62857142857142,-0.7692049095249274
47,Jaylon Jones,2024,17,101,0.31683168316831684,0.019801980198019802,0.08820960698689956,8.05940594059406,87.56470588235295,-0.9516988721561793
48,Cam Taylor-Britt,2024,17,91,0.31868131868131866,0.03296703296703297,0.0875842155919153,8.065934065934066,91.95294117647059,-0.9832375283877808
49,Riley Moss,2024,14,103,0.33980582524271846,0.009708737864077669,0.11306256860592755,7.252427184466019,86.32142857142857,-1.0661248829054475
50,Amik Robertson,2024,17,88,0.38636363636363635,0.0,0.13946117274167988,7.181818181818182,85.0529411764706,-1.3728580971469613
51,Kyler Gordon,2024,14,53,0.3018867924528302,0.0,0.07310344827586207,7.830188679245283,91.65714285714286,-1.3852584114815816
52,Devon Witherspoon,2024,17,86,0.313953488372093,0.0,0.07789855072463768,7.441860465116279,93.775,-1.409181838441634
53,Roger McCreary,2024,15,67,0.26865671641791045,0.0,0.10260336906584992,6.776119402985074,90.78,-1.5366333244307244
54,Montaric Brown,2024,16,78,0.3076923076923077,0.01282051282051282,0.0912280701754386,7.461538461538462,95.66875,-1.5524331823221076
55,Mike Hughes,2024,15,65,0.3076923076923077,0.0,0.09027777777777778,7.1692307692307695,94.02000000000001,-1.5541608750597173
56,Martin Emerson,2024,17,97,0.3917525773195876,0.0,0.11700844390832328,7.22680412371134,93.71764705882353,-1.610961264538019
57,Michael Jackson,2024,17,95,0.3157894736842105,0.021052631578947368,0.07883817427385892,8.76842105263158,98.3529411764706,-1.7954507619363562
58,Benjamin St-Juste,2024,14,88,0.38636363636363635,0.0,0.10220673635307782,8.125,95.0,-1.8308292094192722
59,Alontae Taylor,2024,17,103,0.3786407766990291,0.0,0.09572490706319703,8.271844660194175,97.87058823529412,-2.01763352442866
60,Rasul Douglas,2024,14,59,0.2711864406779661,0.0,0.05923694779116466,8.779661016949152,98.27142857142857,-2.105238567821505
61,Ronald Darby,2024,13,61,0.3114754098360656,0.0,0.09256449165402124,9.295081967213115,93.16153846153847,-2.257868655975653
62,DeAundre Alford,2024,16,92,0.2826086956521739,0.0,0.1272475795297372,6.445652173913044,98.47333333333333,-2.2874555862236394
63,Jonathan Jones,2024,17,60,0.2833333333333333,0.0,0.08426966292134831,8.966666666666667,103.65882352941176,-2.9300908784508493
64,Deonte Banks,2024,14,73,0.2876712328767123,0.0,0.09263959390862944,8.876712328767123,105.0,-3.1246290363276286
