season,player_id,player_name,targets,comp_allowed,incompletions,interceptions,td_allowed,yards_allowed,comp_pct_allowed,int_rate,td_rate_allowed,yds_per_target,incompletion_rate,player_short_x,season_snaps,player_short_y,career_snaps,target_rate,target_rate_vs_avg
2021,00-0031795,D.Williams,2,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,D.Williams,1165.0,D.Williams,5209.0,0.17167381974248927,-0.892570471667442
2021,00-0032150,S.Nelson,7,0.0,6.0,1.0,0,0.0,0.0,0.14285714285714285,0.0,0.0,0.8571428571428571,S.Nelson,1053.0,S.Nelson,4034.0,0.6647673314339981,-0.39947695997593313
2021,00-0032195,R.Darby,6,0.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,R.Darby,676.0,R.Darby,3244.0,0.8875739644970414,-0.17667032691288986
2021,00-0032379,E.Apple,10,0.0,8.0,2.0,0,0.0,0.0,0.2,0.0,0.0,0.8,E.Apple,1242.0,E.Apple,3038.0,0.8051529790660225,-0.2590913123439088
2021,00-0032521,M.Hilton,5,0.0,3.0,2.0,1,0.0,0.0,0.4,0.2,0.0,0.6,M.Hilton,1031.0,M.Hilton,4001.0,0.4849660523763337,-0.5792782390335975
2021,00-0032580,J.Jones,3,0.0,2.0,1.0,0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,J.Jones,225.0,J.Jones,7768.0,1.3333333333333335,0.2690890419234022
2021,00-0032890,J.Bradberry,17,0.0,13.0,4.0,0,0.0,0.0,0.23529411764705882,0.0,0.0,0.7647058823529411,J.Bradberry,1159.0,J.Bradberry,4282.0,1.4667817083692838,0.4025374169593525
2021,00-0033050,X.Howard,16,0.0,11.0,5.0,1,0.0,0.0,0.3125,0.0625,0.0,0.6875,X.Howard,1026.0,X.Howard,3733.0,1.5594541910331383,0.49520989962320705
2021,00-0033055,J.Ramsey,16,0.0,11.0,5.0,0,0.0,0.0,0.3125,0.0,0.0,0.6875,J.Ramsey,1269.0,J.Ramsey,5119.0,1.260835303388495,0.19659101197856366
2021,00-0033084,K.Fuller,16,0.0,15.0,1.0,0,0.0,0.0,0.0625,0.0,0.0,0.9375,K.Fuller,1004.0,K.Fuller,5378.0,1.593625498007968,0.5293812065980368
